Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit,,Second CAS
Radium-226,013982-63-3,Ra,,kBq,chemical,,,air/urban air close to ground,1c02cff4-e852-489b-893c-d3ed30eb8ca5,,,13982-63-3
Radium-226,013982-63-3,,,kBq,chemical,,,water/ground-,788c0461-92d9-4a39-b89b-e3c42a5c68ae,,,13982-63-3
Radium-226,013982-63-3,,,kBq,chemical,,,"water/ground-, long-term",090cc44a-7ca1-46fc-98bf-5bc6f5afb0a6,,,13982-63-3
Radium-226,013982-63-3,,,kBq,chemical,,,water/ocean,74a0aabb-e11b-4f3b-8921-45e447b33393,,,13982-63-3
Radium-226,013982-63-3,Ra,,kBq,chemical,,,water/surface water,15648250-4537-4960-a6dc-0802d39c26a7,,,13982-63-3
Radium-226,013982-63-3,,,kBq,chemical,,,water/unspecified,d65a94b4-0479-42cc-8274-2db66e1e6aeb,,,13982-63-3
Radium-228,015262-20-1,,,kBq,chemical,,,"air/low population density, long-term",3d73d6c8-145c-48c5-aabe-17b4279c66e0,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,e9041c16-9cae-4fc0-ac93-f9a486ef53db,,,15262-20-1
Radium-228,015262-20-1,Ra,,kBq,chemical,,,air/non-urban air or from high stacks,793f8194-88c0-4315-b59e-58de48ba6ce4,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,air/unspecified,d5ca33b3-f101-4371-b684-c720463ae2ab,,,15262-20-1
Radium-228,015262-20-1,Ra,,kBq,chemical,,,air/urban air close to ground,deafd761-4499-40e3-8667-06c91f204f6f,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,water/ground-,fe807c9d-7e35-4500-9511-25b92cd6fe53,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,"water/ground-, long-term",d4bb55d3-8165-466b-b502-d4b25fae104b,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,water/ocean,09257283-72d9-4d13-838b-ee7f28e6d146,,,15262-20-1
Radium-228,015262-20-1,Ra,,kBq,chemical,,,water/surface water,d2312bc4-af11-445f-aa07-20d95b2794bd,,,15262-20-1
Radium-228,015262-20-1,,,kBq,chemical,,,water/unspecified,4ea9bb4f-e4ab-45d7-beb5-dc07fc1c685a,,,15262-20-1
Radon-220,022481-48-7,,,kBq,chemical,,,"air/low population density, long-term",878a36ab-9fb6-4d14-a1a7-163b24777eeb,,,22481-48-7
Radon-220,022481-48-7,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,7a2d5b3a-aac7-4a82-a990-0f4e1501db0b,,,22481-48-7
Radon-220,022481-48-7,Rn,,kBq,chemical,,,air/non-urban air or from high stacks,e70d3563-78c4-42cf-8cf3-5ac42c499589,,,22481-48-7
Radon-220,022481-48-7,,,kBq,chemical,,,air/unspecified,b613b3b0-a98d-4b7a-a908-999ccfe1452d,,,22481-48-7
Radon-220,022481-48-7,Rn,,kBq,chemical,,,air/urban air close to ground,98bd0642-19d0-4c76-930e-03136c21cc20,,,22481-48-7
Radon-222,014859-67-7,,,kBq,chemical,,,"air/low population density, long-term",4ac6979b-55f2-42ae-8d7e-37846e92506c,,,14859-67-7
Radon-222,014859-67-7,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,18bcb736-db8a-445c-ba28-ca648838a1a0,,,14859-67-7
Radon-222,014859-67-7,Rn,,kBq,chemical,,,air/non-urban air or from high stacks,1551f1cd-7cb7-4f68-a628-cb9301323c7b,,,14859-67-7
Radon-222,014859-67-7,,,kBq,chemical,,,air/unspecified,cb3265f8-49a0-4b09-9bd9-c374370c4cc4,,,14859-67-7
Radon-222,014859-67-7,Rn,,kBq,chemical,,,air/urban air close to ground,6fd55524-c309-4eb8-bff6-9c606e3a82d7,,,14859-67-7
"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",007440-16-6,Rh,,kg,geological,,0,natural resource/in ground,7005a356-23d8-4d38-9dbc-fa75401b400e,,,
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",007440-16-6,Rh,,kg,geological,,0,natural resource/in ground,f7360584-688a-4b6f-bc4a-db00a1e7b022,,,
"Rhenium, in crude ore, in ground",007440-15-5,,,kg,geological,,0,natural resource/in ground,a3930b4d-74da-4489-9a50-d175c25d4fe8,,,
"Rhenium, in ground",007440-15-5,Re,,kg,geological,,1,natural resource/in ground,a2e6fb74-b047-5697-b5dd-e28cc68f29e6,,,
Rhodium,007440-16-6,,,kg,chemical,,,air/unspecified,7c651713-83f5-56e1-a67f-37b828684f3d,,,7440-16-6
"Rhodium, in ground",007440-16-6,Rh,,kg,geological,,1,natural resource/in ground,4803f22f-6950-489b-914d-fa953a8081f6,,,
"Rhodium, Rh 1.6E-7%, in mixed ore, in ground",007440-16-6,Rh,,kg,geological,,0,natural resource/in ground,ba2da2fe-3420-45d1-9d1b-58b9e99714eb,,,
Rimsulfuron,122931-48-0,,"1-(4,6-dimethoxypyrimidin-2-yl)-3-(3-ethylsulfonyl-2-pyridylsulfonyl)urea",kg,chemical,,,soil/agricultural,8b4f0e68-38d5-4bee-b647-680d3a117560,,,122931-48-0
Rotenone,000083-79-4,C23H22O6,,kg,chemical,,,soil/agricultural,6d9d5607-330d-4f8d-95bb-e6280c9dad6c,,,12679-58-2; 83-79-4; 83-79-4
Rubidium,007440-17-7,,,kg,chemical,,,water/ground-,92fab0ed-7e96-4b70-8e97-e9738f8bcce6,,,22438-27-3; 15438-27-4; 7440-17-7
Rubidium,007440-17-7,,,kg,chemical,,,"water/ground-, long-term",f49f7030-06a6-4340-a890-87d0e918acab,,,22438-27-3; 15438-27-4; 7440-17-7
Rubidium,007440-17-7,,,kg,chemical,,,water/ocean,ebc5f04e-ae40-49b1-b07b-495f67e26c28,,,22438-27-3; 15438-27-4; 7440-17-7
Rubidium,007440-17-7,,,kg,chemical,,,water/surface water,82bb882b-572f-4af0-b35b-4c846ee49dda,,,22438-27-3; 15438-27-4; 7440-17-7
Rubidium,007440-17-7,,,kg,chemical,,,water/unspecified,c8b3b6da-32c8-44df-914d-50e2adfbe1e3,,,22438-27-3; 15438-27-4; 7440-17-7
"Rubidium, in ground",007440-17-7,Rb,,kg,geological,,1,natural resource/in ground,df8d7d19-797a-5677-8136-88d31d9d0305,,,
"Ruthenium, in ground",007440-18-8,,,kg,geological,,1,natural resource/in ground,c7ef04b7-15e1-5cb9-a2c8-93d15d4e36a4,,,
Ruthenium-103,013968-53-1,,,kBq,chemical,,,"air/low population density, long-term",08a570d6-99a9-477b-8099-77fc2a8afafa,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,12544a15-e0ef-48cb-a0e1-ee9cc0ec7592,,,13968-53-1
Ruthenium-103,013968-53-1,Ru,,kBq,chemical,,,air/non-urban air or from high stacks,22798ed2-c8bb-42d5-8d7c-8e3b14d3bc3e,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,air/unspecified,d61e8791-f091-457a-8cb9-8d000d35e132,,,13968-53-1
Ruthenium-103,013968-53-1,Ru,,kBq,chemical,,,air/urban air close to ground,7bf443c4-fb77-459f-ba07-63283e4559ba,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,water/ground-,6d1a5ae7-22cd-458c-a854-a5f2e7b2c00b,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,"water/ground-, long-term",9b24671c-b053-43aa-b93a-f2c16e251e63,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,water/ocean,786831a1-b7e8-4b69-81a6-5bdfa552bd19,,,13968-53-1
Ruthenium-103,013968-53-1,Ru,,kBq,chemical,,,water/surface water,40d16700-3130-41da-8e94-e1b127741f59,,,13968-53-1
Ruthenium-103,013968-53-1,,,kBq,chemical,,,water/unspecified,958272cf-f09a-4941-9f99-199739645b93,,,13968-53-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,"air/low population density, long-term",918bd76b-ab1e-406c-b7c5-fb248b89b5b8,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,60152e95-1e70-4a32-907e-34c13cc3c616,,,13967-48-1
Ruthenium-106,013967-48-1,Ru,,kBq,chemical,,,air/non-urban air or from high stacks,490108ce-351c-4540-b988-e7022f4eeec9,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,air/unspecified,46a7d92e-523c-430c-a5ec-ee9e8a34c09c,,,13967-48-1
Ruthenium-106,013967-48-1,Ru,,kBq,chemical,,,air/urban air close to ground,6d431d93-486c-4582-a7e8-54dc653c4378,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,water/ground-,47367f49-cc19-46a1-9b51-c7ceed075bff,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,"water/ground-, long-term",79fe27fb-c2b4-4c50-8475-a9b2fdb53588,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,water/ocean,d134df3d-b37d-4c58-9913-b1653cdca3cc,,,13967-48-1
Ruthenium-106,013967-48-1,Ru,,kBq,chemical,,,water/surface water,7c471c87-3169-490c-8f01-ea99f9a22c6e,,,13967-48-1
Ruthenium-106,013967-48-1,,,kBq,chemical,,,water/unspecified,639a5c44-7241-4254-ad70-65cd45a9db25,,,13967-48-1
Salt water (obsolete),,,,m3,water,,,water/ocean,91861063-1826-4860-9957-7c5bde5817a6,,,
"Samarium, 0.3% in bastnasite, 0.03% in crude ore, in ground",007440-19-9,,,kg,geological,,0,natural resource/in ground,f46130cc-dbd4-4a3b-a537-5efbcd89063f,,,
"Samarium, in ground",007440-19-9,Sm,,kg,geological,,1,natural resource/in ground,cf791833-26bc-5207-a9bd-6ddcd8ac7625,,,
"Sand, unspecified, in ground",007631-86-9,O2Si,,kg,geological,,1,natural resource/in ground,423ef039-6057-4f63-94bd-e9410d024bd0,,,
Scandium,007440-20-2,,,kg,chemical,,,"air/low population density, long-term",3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,air/lower stratosphere + upper troposphere,2853753b-084a-4962-bc19-c32d3a52ac2d,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,air/non-urban air or from high stacks,17505bf8-40af-4580-8608-5841ff063d23,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,air/unspecified,8000fc7d-edfe-4970-9224-a4c05281d46b,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,air/urban air close to ground,bba88093-bd9b-4b95-b869-74e718b796dc,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,soil/agricultural,df0ba4e1-ab58-4e03-ac9e-05c76ebfa7ec,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,soil/forestry,62c14aa1-ef5b-4bbc-8601-a5002e05f6e5,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,soil/industrial,0bbb2dfe-6dc8-4a22-9d23-db140afb7faf,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,soil/unspecified,8bd01869-7f83-4fcd-a167-af5735fa7ffd,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,water/ground-,0a6ae675-cdf2-475d-b4ef-486e78757d65,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,"water/ground-, long-term",f6266ac7-9608-47f2-bc91-3857eb366446,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,water/ocean,3626a6e4-e594-44f2-b2cc-24ac1c9b6f07,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,water/surface water,2f6bb945-2e93-4ea8-b3b6-7930c3680486,,,7440-20-2
Scandium,007440-20-2,,,kg,chemical,,,water/unspecified,bd534cc3-5ca2-4e0e-b24e-0f5924627d83,,,7440-20-2
"Scandium, in ground",007440-20-2,Sc,,kg,geological,,1,natural resource/in ground,7f9f9b59-35a0-584d-ad5e-07da01dde768,,,
Selenium,007782-49-2,,,kg,chemical,,,"air/low population density, long-term",93e71b71-05d4-4a44-a85a-592a6f21cf0c,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,air/lower stratosphere + upper troposphere,fbfabc26-84d9-46cd-9d1b-1a0060325b64,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,air/non-urban air or from high stacks,e6551223-73b6-4289-b841-c5cdeb25abd9,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,air/unspecified,454c61fd-c52b-4a04-9731-f141bb7b5264,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,air/urban air close to ground,a79be2ee-ac83-4328-a136-a34ba1f99089,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,soil/agricultural,c6ce1ad0-d8da-41d0-8db1-cabc3760b422,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,soil/forestry,47d20967-a49a-4fb3-881d-51956520449e,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,soil/industrial,56a24912-2d66-4124-87d8-f760c2fe3973,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,soil/unspecified,45acd8c0-657f-46d3-8026-4b3c9fadaeb6,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,water/ground-,1be475e0-ccef-4145-98e0-0d47c570a71b,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,"water/ground-, long-term",4d54a415-82d7-49ac-88e1-712bd0009363,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,water/ocean,62cc5e18-da24-4fb7-9f7c-1601fedba341,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,water/surface water,544dbea9-1d18-44ff-b92b-7866e3baa6dd,,,7782-49-2
Selenium,007782-49-2,,,kg,chemical,,,water/unspecified,6284e146-54b2-4067-a478-9b8ee24c6400,,,7782-49-2
"Selenium, in ground",007782-49-2,Se,,kg,geological,,1,natural resource/in ground,5f47f918-1c32-5870-b992-db91f843ff34,,,
Sethoxydim,074051-80-2,C17H29NO3S,,kg,chemical,,,air/non-urban air or from high stacks,88f99b72-03aa-4ed5-a3b7-33791ef70932,,,74051-80-2
Sethoxydim,074051-80-2,, sethodydim,kg,chemical,,,soil/agricultural,82688564-c9d5-43ab-876e-1eb16fd97130,,,74051-80-2
"Shale, in ground",,,,kg,geological,,1,natural resource/in ground,9e9b6792-40e6-4d62-a3e0-ebebc0c65166,,,
Siduron,001982-49-6,,,kg,chemical,,,soil/agricultural,e6f95937-83c5-55a9-8bbb-80be75452175,,,1982-49-6
Silicon,007440-21-3,,,kg,chemical,,,"air/low population density, long-term",2cea4705-5460-4f03-80ca-1aaf90f17c3a,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,0d7ef054-35e2-4d02-9113-574d7f022631,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,air/non-urban air or from high stacks,479daf8f-657e-46a6-bdea-3cb2c61c44b1,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,air/unspecified,e98b9661-2844-49dc-9ae4-855b9912c700,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,air/urban air close to ground,997dccfb-6574-46b8-ad93-7f31074abf9a,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,soil/agricultural,39f248d5-dd9b-4460-8f34-3415dc3f3e43,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,soil/forestry,33aaa517-2f57-4b13-be01-910469b03567,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,soil/industrial,a57cb19d-f436-4c0c-a2ab-097c544bd95f,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,soil/unspecified,6575edf4-826c-4e99-a21a-08a1afec1396,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,water/ground-,fc91fc6f-596e-424a-9ee4-4432d718a66f,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,"water/ground-, long-term",ce88a9b6-0afa-4f68-9b32-8c3438bf4025,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,water/ocean,5fefa2d0-133d-444f-b1fe-596d15f4673e,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,water/surface water,fc2371dc-5bff-41f6-a155-697fbf727b56,,,90337-93-2; 7440-21-3
Silicon,007440-21-3,,,kg,chemical,,,water/unspecified,b8823bae-a149-44d7-825b-30708a97cb5f,,,90337-93-2; 7440-21-3
Silicon dioxide,007631-86-9,,,kg,chemical,,,water/surface water,46190ab6-8a25-40e2-8be1-b5145fed2f25,,,7631-86-9
Silicon tetrachloride,010026-04-7,,,kg,chemical,,,air/urban air close to ground,55f0f584-45ca-4bc3-af11-098164f471e6,,,10026-04-7
Silicon tetrafluoride,007783-61-1,,,kg,chemical,,,"air/low population density, long-term",220257a9-c1c8-428d-8c35-db8b849d3db0,,,7783-61-1
Silicon tetrafluoride,007783-61-1,,,kg,chemical,,,air/lower stratosphere + upper troposphere,80c83d84-1aad-489a-9c7f-1d65b7f84f45,,,7783-61-1
Silicon tetrafluoride,007783-61-1,,,kg,chemical,,,air/non-urban air or from high stacks,ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d,,,7783-61-1
Silicon tetrafluoride,007783-61-1,,,kg,chemical,,,air/unspecified,10555050-586c-46b7-848e-9d90324d104b,,,7783-61-1
Silicon tetrafluoride,007783-61-1,,,kg,chemical,,,air/urban air close to ground,1088a788-1a99-4127-834e-d29c1fe47c74,,,7783-61-1
"Silicon, in ground",007440-21-3,Si,,kg,geological,,1,natural resource/in ground,00143719-33a7-5738-aa1b-131f97b4fef3,,,
Silthiofam,175217-20-6,,"N-allyl-4,5-dimethyl-2-(trimethylsilyl)thiophene-3-carboxamide",kg,chemical,,,soil/agricultural,1417474c-bf73-4ffc-9eff-94a994bf76a8,,,175217-20-6
Silver,007440-22-4,,,kg,chemical,,,"air/low population density, long-term",0ed1b1a1-e56d-4860-bac7-d76a39bde930,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,air/lower stratosphere + upper troposphere,6e8a87bf-baea-4cd9-a967-932e750968d1,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,air/non-urban air or from high stacks,35df5fe0-c90d-43b4-a35a-3d97022114d2,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,air/unspecified,ebb88ef4-50ab-4e3b-9251-c5fcdf6b4768,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,air/urban air close to ground,c6462d84-caa9-425a-a923-45238690c6f3,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,soil/agricultural,fce0b9ae-53c8-4ab0-9e7a-7f5c2ed2c856,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,soil/forestry,48dbf4b1-0b2a-4bf5-a190-2d7fc465bda4,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,soil/industrial,16316600-f12a-410b-8726-3faee64de60a,,,69011-54-7; 7440-22-4
Silver,007440-22-4,,,kg,chemical,,,soil/unspecified,7da45a0b-0dcf-413c-8de0-44d8ebca9e6e,,,69011-54-7; 7440-22-4
"Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,c15f6c4d-bf7a-4a7c-91c6-53aad6a630a8,,,
"Silver, 0.01% in crude ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,bc153c00-6c93-412f-aadc-750f2fc6f9c7,,,
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,14946240-b1ee-412c-b900-ed5728a4e684,,,
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,ed8c57b5-6012-4f21-8b70-92a85923786a,,,
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,adfff256-b19a-4083-9783-ffbc7a7cb437,,,
"Silver, Ag 1.8E-6%, in mixed ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,45ed0c16-0e34-45f1-8bf9-3b1ce8489e73,,,
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,d02343bd-b00d-4fb3-9bda-2e8183f3b012,,,
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,d76320f7-6761-4864-92a6-660fa3453ffa,,,
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,6f70e7c7-ef61-4489-b4f3-157e7e8541ef,,,
"Silver, Ag 5.4E-3%, in mixed ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,eaa3e9d4-68d6-4267-a7a5-48b141c3861e,,,
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,781dda0c-ffeb-4664-9667-7506ce6269b9,,,
"Silver, Ag 9.7E-4%, in mixed ore, in ground",007440-22-4,,,kg,geological,,0,natural resource/in ground,cfaa80f4-8e19-4fd6-942a-eaea14812896,,,
"Silver, in ground",007440-22-4,Ag,,kg,geological,,1,natural resource/in ground,361a64cb-ab76-4a72-9ea1-c07d6a20c124,,,
"Silver, ion",014701-21-4,,,kg,chemical,,,water/ground-,71cfe87c-ab80-421e-adba-afb7d5bd0861,,,
"Silver, ion",014701-21-4,,,kg,chemical,,,"water/ground-, long-term",94426df9-63b1-4dc6-ad1b-3509e22f1154,,,
"Silver, ion",014701-21-4,,,kg,chemical,,,water/ocean,21c257b2-57ce-4a6e-b4bd-40f0f75f310f,,,
"Silver, ion",014701-21-4,,,kg,chemical,,,water/surface water,af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,,,
"Silver, ion",014701-21-4,,,kg,chemical,,,water/unspecified,6aa8673f-f7e3-4270-93dc-e97b745fced7,,,
Silver-110,014391-76-5,,,kBq,chemical,,,"air/low population density, long-term",87e68018-eac4-4935-9d0b-a61d4be6f147,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,air/lower stratosphere + upper troposphere,1329e7f0-ff40-45e2-8e46-a2192b87e407,,,14391-76-5
Silver-110,014391-76-5,Ag,,kBq,chemical,,,air/non-urban air or from high stacks,2c9e7fba-dd57-4294-8a5e-2aa489930f69,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,air/unspecified,e51e73a4-bc86-40a4-bdf7-83192b3618a3,,,14391-76-5
Silver-110,014391-76-5,Ag,,kBq,chemical,,,air/urban air close to ground,c8dd5128-8a14-41c8-abab-7112ce115f94,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,water/ground-,2e7b6bd9-c3af-498f-8d33-b172fc82c688,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,"water/ground-, long-term",2a8ec77d-55f2-402a-bc5a-2e9162de2822,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,water/ocean,0c1f1396-1b8f-4958-858c-1fde3a746125,,,14391-76-5
Silver-110,014391-76-5,Ag,,kBq,chemical,,,water/surface water,9f826bcb-5efc-4977-93f2-8415e3f957df,,,14391-76-5
Silver-110,014391-76-5,,,kBq,chemical,,,water/unspecified,3d73dd18-aec5-41a6-bc11-91a8aa9beb1d,,,14391-76-5
Simazine,000122-34-9,,"6-chloro-N2,N4-diethyl-1,3,5-triazine-2,4-diamine",kg,chemical,,,soil/agricultural,3ac07adf-7b44-46f7-9470-b7b1bf0ba961,,,39291-64-0; 220621-41-0; 122-34-9; 122-34-9
S-metolachlor,087392-12-9,,,kg,chemical,,,soil/agricultural,317c9f65-0142-5fa0-99da-98a5c7d639dd,,,87392-12-9
Sodium,007440-23-5,Na,,kg,chemical,,,"air/low population density, long-term",01248058-8a0f-40f6-8555-13ec37c7931d,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,air/lower stratosphere + upper troposphere,460716f9-f5b8-4ee0-8198-545b24822124,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,air/non-urban air or from high stacks,3d719c07-ec27-4971-b7cc-4bcf17d77dd3,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,air/unspecified,235b2f02-ff98-4da9-82e2-e4246c7b7990,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,air/urban air close to ground,98eb1d16-9d7a-4716-9be4-1449341a832f,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,soil/agricultural,896bfa32-a9a9-4e75-aed0-e178987ec038,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,soil/forestry,e19658ac-3c4a-4cde-90ab-9dc6f569b02b,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,soil/industrial,cc1c987a-2b6e-4cbc-969a-73f1c96de448,,,7440-23-5
Sodium,007440-23-5,Na,,kg,chemical,,,soil/unspecified,4573f0c9-0fdd-413f-ae74-e27290f40743,,,7440-23-5
Sodium,007440-23-5,,,kg,chemical,,,water/ground-,73a1b292-e31d-4100-a413-304795a3656f,,,7440-23-5
Sodium,007440-23-5,,,kg,chemical,,,water/unspecified,723f56f9-c68e-5692-a969-0fb2a70bce20,,,7440-23-5
Sodium chlorate,007775-09-9,,,kg,chemical,,,"air/low population density, long-term",fc86ce94-df2b-4156-a61d-65fc66a2a9a1,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,air/lower stratosphere + upper troposphere,b54ed595-69b7-478b-88d9-a6bd574d46b8,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,air/non-urban air or from high stacks,614313e2-984e-4b34-9221-093fcf07db92,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,air/unspecified,d380bac0-e4c5-430a-b75f-ace6b50a3e30,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,air/urban air close to ground,21b46c65-491e-40a9-ac74-5877af997d7c,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,water/ground-,7fdd39dc-4b73-4fa3-a28c-18f52ddce951,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,"water/ground-, long-term",3c2d03ee-5d0a-4866-b0de-5d4bd1823b1a,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,water/ocean,a857022f-c251-4665-81fb-dce3346ac8e4,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,water/surface water,5fcc7fe2-9834-4cc7-82d3-766d083f6235,,,7775-09-9
Sodium chlorate,007775-09-9,,,kg,chemical,,,water/unspecified,375f256f-393f-4c89-8db9-56260f7c8046,,,7775-09-9
"Sodium chloride, in ground",007647-14-5,,,kg,geological,,1,natural resource/in ground,0b9159dd-305d-4add-802f-f7b780ed0289,,,
Sodium dichromate,010588-01-9,,,kg,chemical,,,"air/low population density, long-term",64a408f9-a93b-47c8-863e-3e239fb1b118,,,34493-01-1; 10588-01-9
